"uf";"nome_munic";"populacao"
"AL";"Traipu";27826
"AL";"União dos Palmares";65790
"AL";"Viçosa";25693
"SE";"Amparo de São Francisco";2380
"SE";"Aquidabã";21681
"SE";"Aracaju";664908
"SE";"Arauá";9947
"SE";"Areia Branca";18686
"SE";"Barra dos Coqueiros";30930
"SE";"Boquim";26899
"SE";"Brejo Grande";8353
"SE";"Campo do Brito";18218
"SE";"Canhoba";4006
"SE";"Canindé de São Francisco";30402
"SE";"Capela";34514
"SE";"Carira";22239
"SE";"Carmópolis";16937
"SE";"Cedro de São João";5913
"SE";"Cristinápolis";18029
"SE";"Cumbe";3998
"SE";"Divina Pastora";5215
"SE";"Estância";69556
"SE";"Feira Nova";5601
"SE";"Frei Paulo";15556
"SE";"Gararu";11601
"SE";"General Maynard";3384
"SE";"Graccho Cardoso";5824
"SE";"Ilha das Flores";8521
"SE";"Indiaroba";18149
"SE";"Itabaiana";96142
"SE";"Itabaianinha";42166
"SE";"Itabi";4886
"SE";"Itaporanga d'Ajuda";34709
"SE";"Japaratuba";18907
"SE";"Japoatã";13429
"SE";"Lagarto";105221
"SE";"Laranjeiras";30080
"SE";"Macambira";6961
"SE";"Malhada dos Bois";3699
"SE";"Malhador";12653
"SE";"Maruim";17271
"SE";"Moita Bonita";11348
"SE";"Monte Alegre de Sergipe";15175
"SE";"Muribeca";7639
"SE";"Neópolis";18703
"SE";"Nossa Senhora Aparecida";8809
"SE";"Nossa Senhora da Glória";37324
"SE";"Nossa Senhora das Dores";26795
"SE";"Nossa Senhora de Lourdes";6496
"SE";"Nossa Senhora do Socorro";185706
"SE";"Pacatuba";14540
"SE";"Pedra Mole";3285
"SE";"Pedrinhas";9665
"SE";"Pinhão";6627
"SE";"Pirambu";9359
"SE";"Poço Redondo";35122
"SE";"Poço Verde";23867
"SE";"Porto da Folha";28693
"SE";"Propriá";29692
"SE";"Riachão do Dantas";19809
"SE";"Riachuelo";10284
"SE";"Ribeirópolis";18773
"SE";"Rosário do Catete";11008
"SE";"Salgado";20025
"SE";"Santa Luzia do Itanhy";14121
"SE";"Santana do São Francisco";7844
"SE";"Santa Rosa de Lima";3923
"SE";"Santo Amaro das Brotas";12151
"SE";"São Cristóvão";91093
"SE";"São Domingos";11207
"SE";"São Francisco";3781
"SE";"São Miguel do Aleixo";3947
"SE";"Simão Dias";40606
"SE";"Siriri";8970
"SE";"Telha";3249
"SE";"Tobias Barreto";52530
"SE";"Tomar do Geru";13535
"SE";"Umbaúba";25550
"BA";"Abaíra";8710
"BA";"Abaré";20347
"BA";"Acajutiba";15187
"BA";"Adustina";17126
"BA";"Água Fria";17033
"BA";"Érico Cardoso";10560
"BA";"Aiquara";4416
"BA";"Alagoinhas";152327
"BA";"Alcobaça";22490
"BA";"Almadina";5366
"BA";"Amargosa";37441
"BA";"Amélia Rodrigues";25048
"BA";"América Dourada";16090
"BA";"Anagé";21607
"BA";"Andaraí";13132
"BA";"Andorinha";14503
"BA";"Angical";13938
"BA";"Anguera";11297
"BA";"Antas";19479
"BA";"Antônio Cardoso";11677
"BA";"Antônio Gonçalves";11878
"BA";"Aporá";17788
"BA";"Apuarema";7302
"BA";"Aracatu";13045
"BA";"Araçás";12208
"BA";"Araci";54648
"BA";"Aramari";11461
"BA";"Arataca";10961
"BA";"Aratuípe";8837
"BA";"Aurelino Leal";11299
"BA";"Baianópolis";13929
"BA";"Baixa Grande";20449
"BA";"Banzaê";13240
"BA";"Barra";53910
"BA";"Barra da Estiva";20392
"BA";"Barra do Choça";31209
"BA";"Barra do Mendes";13833
"BA";"Barra do Rocha";5612
"BA";"Barreiras";156975
"BA";"Barro Alto";15054
"BA";"Barrocas";16105
"BA";"Barro Preto";5448
"BA";"Belmonte";23437
"BA";"Belo Campo";17109
"BA";"Biritinga";15984
"BA";"Boa Nova";12329
"BA";"Boa Vista do Tupim";18531
"BA";"Bom Jesus da Lapa";69662
"BA";"Bom Jesus da Serra";9823
"BA";"Boninal";14446
"BA";"Bonito";16884
"BA";"Boquira";21497
"BA";"Botuporã";10129
"BA";"Brejões";14222
"BA";"Brejolândia";10618
"BA";"Brotas de Macaúbas";10130
"BA";"Brumado";67335
"BA";"Buerarema";18306
"BA";"Buritirama";21276
"BA";"Caatiba";6488
"BA";"Cabaceiras do Paraguaçu";18911
"BA";"Cachoeira";33567
"BA";"Caculé";23291
"BA";"Caém";9058
"BA";"Caetanos";14608
"BA";"Caetité";51081
"BA";"Cafarnaum";18513
"BA";"Cairu";18427
"BA";"Caldeirão Grande";13391
"BA";"Camacan";32006
"BA";"Camaçari";304302
"BA";"Camamu";35382
"BA";"Campo Alegre de Lourdes";28820
"BA";"Campo Formoso";71487
"BA";"Canápolis";9703
"BA";"Canarana";26325
"BA";"Canavieiras";30906
"BA";"Candeal";8181
"BA";"Candeias";87458
"BA";"Candiba";14368
"BA";"Cândido Sales";25053
"BA";"Cansanção";34882
"BA";"Canudos";16753
"BA";"Capela do Alto Alegre";11616
"BA";"Capim Grosso";30862
"BA";"Caraíbas";8801
"BA";"Caravelas";22093
"BA";"Cardeal da Silva";9346
"BA";"Carinhanha";29070
"BA";"Casa Nova";72545
"BA";"Castro Alves";26318
"BA";"Catolândia";3599
"BA";"Catu";54970
"BA";"Caturama";9316
"BA";"Central";17280
"BA";"Chorrochó";11200
"BA";"Cícero Dantas";32576
"BA";"Cipó";17352
"BA";"Coaraci";16549
"BA";"Cocos";18807
"BA";"Conceição da Feira";22762
"BA";"Conceição do Almeida";17165
"BA";"Conceição do Coité";67013
"BA";"Conceição do Jacuípe";33398
"BA";"Conde";26035
"BA";"Condeúba";17178
"BA";"Contendas do Sincorá";4045
"BA";"Coração de Maria";22495
"BA";"Cordeiros";8642
"BA";"Coribe";14149
"BA";"Coronel João Sá";15717
"BA";"Correntina";32191
"BA";"Cotegipe";13769
"BA";"Cravolândia";5351
"BA";"Crisópolis";21163
"BA";"Cristópolis";13947
"BA";"Cruz das Almas";63591
"BA";"Curaçá";34886
"BA";"Dário Meira";10525
"BA";"Dias d'Ávila";82432
"BA";"Dom Basílio";12240
"BA";"Dom Macedo Costa";4065
"BA";"Elísio Medrado";8126
"BA";"Encruzilhada";16446
"BA";"Entre Rios";41901
"BA";"Esplanada";37578
"BA";"Euclides da Cunha";60858
"BA";"Eunápolis";114396
"BA";"Fátima";17845
"BA";"Feira da Mata";5661
"BA";"Feira de Santana";619609
"BA";"Filadélfia";16345
"BA";"Firmino Alves";5629
"BA";"Floresta Azul";10575
"BA";"Formosa do Rio Preto";25857
"BA";"Gandu";32596
"BA";"Gavião";4440
"BA";"Gentio do Ouro";11259
"BA";"Glória";15234
"BA";"Gongogi";6985
"BA";"Governador Mangabeira";20762
"BA";"Guajeru";6646
"BA";"Guanambi";84928
"BA";"Guaratinga";20700
"BA";"Heliópolis";12987
"BA";"Iaçu";24121
"BA";"Ibiassucê";9031
"BA";"Ibicaraí";21378
"BA";"Ibicoara";19786
"BA";"Ibicuí";16230
"BA";"Ibipeba";18319
"BA";"Ibipitanga";14947
"BA";"Ibiquera";4046
"BA";"Ibirapitanga";23404
"BA";"Ibirapuã";8690
"BA";"Ibirataia";14882
"BA";"Ibitiara";16403
"BA";"Ibititá";17080
"BA";"Ibotirama";27003
"BA";"Ichu";6220
"BA";"Igaporã";15650
"BA";"Igrapiúna";13091
"BA";"Iguaí";26963
"BA";"Ilhéus";159923
"BA";"Inhambupe";40333
"BA";"Ipecaetá";14354
"BA";"Ipiaú";45922
"BA";"Ipirá";59435
"BA";"Ipupiara";9911
"BA";"Irajuba";7279
"BA";"Iramaia";8197
"BA";"Iraquara";25478
"BA";"Irará";29173
"BA";"Irecê";73524
"BA";"Itabela";30747
"BA";"Itaberaba";64646
"BA";"Itabuna";213685
"BA";"Itacaré";28684
"BA";"Itaeté";16110
"BA";"Itagi";12242
"BA";"Itagibá";14452
"BA";"Itagimirim";6825
"BA";"Itaguaçu da Bahia";14542
"BA";"Itaju do Colônia";6596
"BA";"Itajuípe";20398
"BA";"Itamaraju";64455
"BA";"Itamari";8003
"BA";"Itambé";22754
"BA";"Itanagra";6436
"BA";"Itanhém";19316
"BA";"Itaparica";22337
"BA";"Itapé";8526
"BA";"Itapebi";10215
"BA";"Itapetinga";76795
"BA";"Itapicuru";35883
"BA";"Itapitanga";10298
"BA";"Itaquara";8347
"BA";"Itarantim";19843
"BA";"Itatim";14539
"BA";"Itiruçu";12528
"BA";"Itiúba";36116
"BA";"Itororó";20388
"BA";"Ituaçu";19030
"BA";"Ituberá";28740
"BA";"Iuiu";11016
"BA";"Jaborandi";8277
"BA";"Jacaraci";14850
"BA";"Jacobina";80635
"BA";"Jaguaquara";54673
"BA";"Jaguarari";33746
"BA";"Jaguaripe";18981
"BA";"Jandaíra";10726
"BA";"Jequié";156126
"BA";"Jeremoabo";40651
"BA";"Jiquiriçá";14557
"BA";"Jitaúna";10808
"BA";"João Dourado";25402
"BA";"Juazeiro";218162
"BA";"Jucuruçu";8988
"BA";"Jussara";15262
"BA";"Jussari";5768
"BA";"Jussiape";5976
"BA";"Lafaiete Coutinho";3693
"BA";"Lagoa Real";15770
"BA";"Laje";24032
"BA";"Lajedão";3975
"BA";"Lajedinho";3758
"BA";"Lajedo do Tabocal";8577
"BA";"Lamarão";8191
"BA";"Lapão";27274
"BA";"Lauro de Freitas";201635
"BA";"Lençóis";11499
"BA";"Licínio de Almeida";12373
"BA";"Livramento de Nossa Senhora";46062
"BA";"Luís Eduardo Magalhães";90162
"BA";"Macajuba";11332
"BA";"Macarani";18909
"BA";"Macaúbas";50161
"BA";"Macururé";7787
"BA";"Madre de Deus";21432
"BA";"Maetinga";2764
"BA";"Maiquinique";10206
"BA";"Mairi";18602
"BA";"Malhada";16861
"BA";"Malhada de Pedras";8359
"BA";"Manoel Vitorino";13087
"BA";"Mansidão";13734
"BA";"Maracás";20393
"BA";"Maragogipe";44793
"BA";"Maraú";20617
"BA";"Marcionílio Souza";10380
"BA";"Mascote";13717
"BA";"Mata de São João";47126
"BA";"Matina";12283
"BA";"Medeiros Neto";22716
"BA";"Miguel Calmon";25894
"BA";"Milagres";10893
"BA";"Mirangaba";18474
"BA";"Mirante";8447
"BA";"Monte Santo";49278
"BA";"Morpará";8497
"BA";"Morro do Chapéu";35440
"BA";"Mortugaba";12052
"BA";"Mucugê";8889
"BA";"Mucuri";42251
"BA";"Mulungu do Morro";10673
"BA";"Mundo Novo";26970
"BA";"Muniz Ferreira";7443
"BA";"Muquém do São Francisco";11417
"BA";"Muritiba";29410
"BA";"Mutuípe";22282
"BA";"Nazaré";28594
"BA";"Nilo Peçanha";14079
"BA";"Nordestina";13164
"BA";"Nova Canaã";16472
"BA";"Nova Fátima";7821
"BA";"Nova Ibiá";6554
"BA";"Nova Itarana";8279
"BA";"Nova Redenção";9123
"BA";"Nova Soure";26998
"BA";"Nova Viçosa";43783
"BA";"Novo Horizonte";12522
"BA";"Novo Triunfo";15443
"BA";"Olindina";28304
"BA";"Oliveira dos Brejinhos";21810
"BA";"Ouriçangas";8570
"BA";"Ourolândia";17511
"BA";"Palmas de Monte Alto";21796
"BA";"Palmeiras";9071
"BA";"Paramirim";21695
"BA";"Paratinga";32141
"BA";"Paripiranga";29058
"BA";"Pau Brasil";9686
"BA";"Paulo Afonso";118516
"BA";"Pé de Serra";13556
"BA";"Pedrão";7394
"BA";"Pedro Alexandre";16682
"BA";"Piatã";16984
"BA";"Pilão Arcado";35175
"BA";"Pindaí";16285
"BA";"Pindobaçu";20098
"BA";"Pintadas";10394
"BA";"Piraí do Norte";10036
"BA";"Piripá";10475
"BA";"Piritiba";24964
"BA";"Planaltino";9370
"BA";"Planalto";26426
"BA";"Poções";46879
"BA";"Pojuca";39972
"BA";"Ponto Novo";14819
"BA";"Porto Seguro";150658
"BA";"Potiraguá";6916
"BA";"Prado";28194
"BA";"Presidente Dutra";15160
"BA";"Presidente Jânio Quadros";12179
"BA";"Presidente Tancredo Neves";28004
"BA";"Queimadas";25433
"BA";"Quijingue";27626
"BA";"Quixabeira";8956
"BA";"Rafael Jambeiro";22633
"BA";"Remanso";41170
"BA";"Retirolândia";14495
"BA";"Riachão das Neves";22334
"BA";"Riachão do Jacuípe";33468
"BA";"Riacho de Santana";35593
"BA";"Ribeira do Amparo";14612
"BA";"Ribeira do Pombal";53956
"BA";"Ribeirão do Largo";5343
"BA";"Rio de Contas";12932
"BA";"Rio do Antônio";15448
"BA";"Rio do Pires";11663
"BA";"Rio Real";40976
"BA";"Rodelas";9442
"BA";"Ruy Barbosa";30857
"BA";"Salinas da Margarida";15862
"BA";"Salvador";2886698
"BA";"Santa Bárbara";20883
"BA";"Santa Brígida";14063
"BA";"Santa Cruz Cabrália";27922
"BA";"Santa Cruz da Vitória";6278
"BA";"Santa Inês";10606
"BA";"Santaluz";37531
"BA";"Santa Luzia";12449
"BA";"Santa Maria da Vitória";39775
"BA";"Santana";26705
"BA";"Santanópolis";8966
"BA";"Santa Rita de Cássia";28481
"BA";"Santa Teresinha";10464
"BA";"Santo Amaro";60131
"BA";"Santo Antônio de Jesus";102380
"BA";"Santo Estêvão";53269
"BA";"São Desidério";34266
"BA";"São Domingos";9072
"BA";"São Félix";14762
"BA";"São Félix do Coribe";15468
"BA";"São Felipe";21080
"BA";"São Francisco do Conde";40245
"BA";"São Gabriel";18789
"BA";"São Gonçalo dos Campos";37942
"BA";"São José da Vitória";5608
"BA";"São José do Jacuípe";10505
"BA";"São Miguel das Matas";11704
"BA";"São Sebastião do Passé";44430
"BA";"Sapeaçu";17409
"BA";"Sátiro Dias";17302
"BA";"Saubara";12105
"BA";"Saúde";12943
"BA";"Seabra";44234
"BA";"Sebastião Laranjeiras";11512
"BA";"Senhor do Bonfim";79424
"BA";"Serra do Ramalho";31416
"BA";"Sento Sé";40989
"BA";"Serra Dourada";17321
"BA";"Serra Preta";14699
"BA";"Serrinha";81286
"BA";"Serrolândia";13446
"BA";"Simões Filho";135783
"BA";"Sítio do Mato";13059
"BA";"Sítio do Quinto";9701
"BA";"Sobradinho";23233
"BA";"Souto Soares";17050
"BA";"Tabocas do Brejo Velho";12516
"BA";"Tanhaçu";20393
"BA";"Tanque Novo";17443
"BA";"Tanquinho";7928
"BA";"Taperoá";21253
"BA";"Tapiramutá";16974
"BA";"Teixeira de Freitas";162438
"BA";"Teodoro Sampaio";7359
"BA";"Teofilândia";22555
"BA";"Teolândia";15022
"BA";"Terra Nova";13025
"BA";"Tremedal";16189
"BA";"Tucano";50798
"BA";"Uauá";24113
"BA";"Ubaíra";19877
"BA";"Ubaitaba";18847
"BA";"Ubatã";27263
"BA";"Uibaí";13891
"BA";"Umburanas";19402
"BA";"Una";18544
"BA";"Urandi";16665
"BA";"Uruçuca";20413
"BA";"Utinga";19256
"BA";"Valença";97233
"BA";"Valente";28800
"BA";"Várzea da Roça";14121
"BA";"Várzea do Poço";9210
"BA";"Várzea Nova";12625
"BA";"Varzedo";8785
"BA";"Vera Cruz";43716
"BA";"Vereda";6153
"BA";"Vitória da Conquista";341128
"BA";"Wagner";9344
"BA";"Wanderley";12180
"BA";"Wenceslau Guimarães";20978
"BA";"Xique-Xique";46523
"MG";"Abadia dos Dourados";7006
"MG";"Abaeté";23250
"MG";"Abre Campo";13444
"MG";"Acaiaca";3994
"MG";"Açucena";9368
"MG";"Água Boa";13523
"MG";"Água Comprida";1992
"MG";"Aguanil";4522
"MG";"Águas Formosas";19247
"MG";"Águas Vermelhas";13599
"MG";"Aimorés";25141
"MG";"Aiuruoca";5976
"MG";"Alagoa";2665
"MG";"Albertina";3011
"MG";"Além Paraíba";35401
"MG";"Alfenas";80494
"MG";"Alfredo Vasconcelos";6981
"MG";"Almenara";42143
"MG";"Alpercata";7436
"MG";"Alpinópolis";19958
"MG";"Alterosa";14517
"MG";"Alto Caparaó";5894
"MG";"Alto Rio Doce";10859
"MG";"Alvarenga";3844
"MG";"Alvinópolis";15169
"MG";"Alvorada de Minas";3605
"MG";"Amparo do Serra";4678
"MG";"Andradas";41396
"MG";"Cachoeira de Pajeú";9442
"MG";"Andrelândia";12206
"MG";"Angelândia";8557
"MG";"Antônio Carlos";11459
"MG";"Antônio Dias";9275
"MG";"Antônio Prado de Minas";1587
"MG";"Araçaí";2354
"MG";"Aracitaba";2059
"MG";"Araçuaí";36712
"MG";"Araguari";117825
"MG";"Arantina";2787
"MG";"Araponga";8453
"MG";"Araporã";6931
"MG";"Arapuá";2835
"MG";"Araújos";9401
"MG";"Araxá";107337
"MG";"Arceburgo";10883
"MG";"Arcos";40380
"MG";"Areado";15181
"MG";"Argirita";2704
"MG";"Aricanduva";5269
"MG";"Arinos";17862
"MG";"Astolfo Dutra";14270
"MG";"Ataléia";12678
"MG";"Augusto de Lima";4851
"MG";"Baependi";19199
"MG";"Baldim";7803
"MG";"Bambuí";23898
"MG";"Bandeira";4766
"MG";"Bandeira do Sul";5778
"MG";"Barão de Cocais";32866
"MG";"Barão de Monte Alto";5354
"MG";"Barbacena";138204
"MG";"Barra Longa";5015
"MG";"Barroso";20897
"MG";"Bela Vista de Minas";10262
"MG";"Belmiro Braga";3425
"MG";"Belo Horizonte";2521564
"MG";"Belo Oriente";26994
"MG";"Belo Vale";7719
"MG";"Berilo";11872
"MG";"Bertópolis";4607
"MG";"Berizal";4764
"MG";"Betim";444784
"MG";"Bias Fortes";3329
"MG";"Bicas";14554
"MG";"Biquinhas";2498
"MG";"Boa Esperança";40219
"MG";"Bocaina de Minas";5089
"MG";"Bocaiúva";50256
"MG";"Bom Despacho";51028
"MG";"Bom Jardim de Minas";6459
"MG";"Bom Jesus da Penha";4244
"MG";"Bom Jesus do Amparo";6133
"MG";"Bom Jesus do Galho";14862
"MG";"Bom Repouso";10537
"MG";"Bom Sucesso";17607
"MG";"Bonfim";6860
"MG";"Bonfinópolis de Minas";5444
"MG";"Bonito de Minas";11369
"MG";"Borda da Mata";19614
"MG";"Botelhos";14949
"MG";"Botumirim";6288
"MG";"Brasilândia de Minas";16748
"MG";"Brasília de Minas";32405
"MG";"Brás Pires";4293
"MG";"Braúnas";4769
"MG";"Brazópolis";14410
"MG";"Brumadinho";40666
"MG";"Bueno Brandão";10991
"MG";"Buenópolis";10353
"MG";"Bugre";3983
"MG";"Buritis";25013
"MG";"Buritizeiro";28121
"MG";"Cabeceira Grande";6988
"MG";"Cabo Verde";14075
"MG";"Cachoeira da Prata";3591
"MG";"Cachoeira de Minas";11579
"MG";"Cachoeira Dourada";2706
"MG";"Caetanópolis";11749
"MG";"Caeté";45047
"MG";"Caiana";5541
"MG";"Cajuri";3974
"MG";"Caldas";14541
"MG";"Camacho";2869
"MG";"Camanducaia";21801
"MG";"Cambuí";29814
"MG";"Cambuquira";12812
"MG";"Campanário";3730
"MG";"Campanha";16762
"MG";"Campestre";21054
"MG";"Campina Verde";19752
"MG";"Campo Azul";3824
"MG";"Campo Belo";54186
"MG";"Campo do Meio";11651
"MG";"Campo Florido";8269
"MG";"Campos Altos";15563
"MG";"Campos Gerais";28842
"MG";"Canaã";4548
"MG";"Canápolis";12201
"MG";"Cana Verde";5594
"MG";"Candeias";14888
"MG";"Cantagalo";4551
"MG";"Caparaó";5451
"MG";"Capela Nova";4634
"MG";"Capelinha";38057
"MG";"Capetinga";6890
"MG";"Capim Branco";9826
"MG";"Capinópolis";16234
"MG";"Capitão Andrade";5514
"MG";"Capitão Enéas";15313
"MG";"Capitólio";8663
"MG";"Caputira";9308
"MG";"Caraí";23780
"MG";"Caranaíba";3166
"MG";"Carandaí";25669
"MG";"Carangola";33011
"MG";"Caratinga";92603
"MG";"Carbonita";9414
"MG";"Careaçu";6792
"MG";"Carlos Chagas";18674
"MG";"Carmésia";2646
"MG";"Carmo da Cachoeira";12182
"MG";"Carmo da Mata";11511
"MG";"Carmo de Minas";14947
"MG";"Carmo do Cajuru";22693
"MG";"Carmo do Paranaíba";30334
"MG";"Carmo do Rio Claro";21268
"MG";"Carmópolis de Minas";19559
"MG";"Carneirinho";10066
"MG";"Carrancas";4049
"MG";"Carvalhópolis";3597
"MG";"Carvalhos";4461
"MG";"Casa Grande";2254
"MG";"Cascalho Rico";3092
"MG";"Cássia";17740
"MG";"Conceição da Barra de Minas";3946
"MG";"Cataguases";75540
"MG";"Catas Altas";5421
"MG";"Catas Altas da Noruega";3653
"MG";"Catuji";6257
"MG";"Catuti";4965
"MG";"Caxambu";21610
"MG";"Cedro do Abaeté";1157
"MG";"Central de Minas";7046
"MG";"Centralina";10346
"MG";"Chácara";3186
"MG";"Chalé";5699
"MG";"Chapada do Norte";15345
"MG";"Chapada Gaúcha";13953
"MG";"Chiador";2671
"MG";"Cipotânea";6799
"MG";"Claraval";4853
"MG";"Claro dos Poções";7514
"MG";"Cláudio";28859
"MG";"Coimbra";7594
"MG";"Coluna";8841
"MG";"Comendador Gomes";3120
"MG";"Comercinho";6774
"MG";"Conceição da Aparecida";10322
"MG";"Conceição das Pedras";2813
"MG";"Conceição das Alagoas";28346
"MG";"Conceição de Ipanema";4578
"MG";"Conceição do Mato Dentro";17503
"MG";"Conceição do Pará";5533
"MG";"Conceição do Rio Verde";13684
"MG";"Conceição dos Ouros";11748
"MG";"Cônego Marinho";7686
"MG";"Confins";6800
"MG";"Congonhal";12082
"MG";"Congonhas";55309
"MG";"Congonhas do Norte";5046
"MG";"Conquista";6969
"MG";"Conselheiro Lafaiete";129606
"MG";"Conselheiro Pena";22949
"MG";"Consolação";1784
"MG";"Contagem";668949
"MG";"Coqueiral";9128
"MG";"Coração de Jesus";26611
"MG";"Cordisburgo";8897
"MG";"Cordislândia";3542
"MG";"Corinto";23668
"MG";"Coroaci";9943
"MG";"Coromandel";27966
"MG";"Coronel Fabriciano";110290
"MG";"Coronel Murta";9215
"MG";"Coronel Pacheco";3090
"MG";"Coronel Xavier Chaves";3441
"MG";"Córrego Danta";3191
"MG";"Córrego do Bom Jesus";3694
"MG";"Córrego Fundo";6382
"MG";"Córrego Novo";2728
"MG";"Couto de Magalhães de Minas";4423
"MG";"Crisólita";6760
"MG";"Cristais";12931
"MG";"Cristália";5982
"MG";"Cristiano Otoni";5156
"MG";"Cristina";10226
"MG";"Crucilândia";5054
"MG";"Cruzeiro da Fortaleza";3639
"MG";"Cruzília";15474
"MG";"Cuparaque";5005
"MG";"Curral de Dentro";7799
"MG";"Curvelo";80616
"MG";"Datas";5421
"MG";"Delfim Moreira";8016
"MG";"Delfinópolis";7131
"MG";"Delta";10768
"MG";"Descoberto";5029
"MG";"Desterro de Entre Rios";7255
"MG";"Desterro do Melo";2884
"MG";"Diamantina";47825
"MG";"Diogo de Vasconcelos";3790
"MG";"Dionísio";7609
"MG";"Divinésia";3424
"MG";"Divino";19976
"MG";"Divino das Laranjeiras";4974
"MG";"Divinolândia de Minas";7614
"MG";"Divinópolis";240408
"MG";"Divisa Alegre";6868
"MG";"Divisa Nova";6025
"MG";"Divisópolis";11211
"MG";"Dom Bosco";3655
"MG";"Dom Cavati";5048
"MG";"Dom Joaquim";4451
"MG";"Dom Silvério";5232
"MG";"Dom Viçoso";2997
"MG";"Dona Euzébia";6619
"MG";"Dores de Campos";10223
"MG";"Dores de Guanhães";5154
"MG";"Dores do Indaiá";13427
"MG";"Dores do Turvo";4230
"MG";"Doresópolis";1533
"MG";"Douradoquara";1912
"MG";"Durandé";7870
"MG";"Elói Mendes";28320
"MG";"Engenheiro Caldas";11202
"MG";"Engenheiro Navarro";7241
"MG";"Entre Folhas";5377
"MG";"Entre Rios de Minas";15380
"MG";"Ervália";18958
"MG";"Esmeraldas";71551
"MG";"Espera Feliz";25122
"MG";"Espinosa";31610
"MG";"Espírito Santo do Dourado";4710
"MG";"Estiva";11386
"MG";"Estrela Dalva";2325
"MG";"Estrela do Indaiá";3491
"MG";"Estrela do Sul";8018
"MG";"Eugenópolis";11330
"MG";"Ewbank da Câmara";3923
"MG";"Extrema";36951
"MG";"Fama";2376
"MG";"Faria Lemos";3221
"MG";"Felício dos Santos";4704
"MG";"São Gonçalo do Rio Preto";3173
"MG";"Felisburgo";7504
"MG";"Felixlândia";15433
"MG";"Fernandes Tourinho";3466
"MG";"Ferros";9696
"MG";"Fervedouro";11054
"MG";"Florestal";7533
"MG";"Formiga";67822
"MG";"Formoso";9688
"MG";"Fortaleza de Minas";4437
"MG";"Fortuna de Minas";2967
"MG";"Francisco Badaró";10321
"MG";"Francisco Dumont";5242
"MG";"Francisco Sá";26369
"MG";"Franciscópolis";5338
"MG";"Frei Gaspar";5869
"MG";"Frei Inocêncio";9664
"MG";"Frei Lagonegro";3487
"MG";"Fronteira";18492
"MG";"Fronteira dos Vales";4561
"MG";"Fruta de Leite";5299
"MG";"Frutal";60012
"MG";"Funilândia";4392
"MG";"Galiléia";6790
"MG";"Gameleiras";5096
"MG";"Glaucilândia";3164
"MG";"Goiabeira";3378
"MG";"Goianá";3990
"MG";"Gonçalves";4355
"MG";"Gonzaga";6171
"MG";"Gouveia";11818
"MG";"Governador Valadares";281046
"MG";"Grão Mogol";15890
"MG";"Grupiara";1387
"MG";"Guanhães";34573
"MG";"Guapé";14258
"MG";"Guaraciaba";10315
"MG";"Guaraciama";4989
"MG";"Guaranésia";19017
"MG";"Guarani";8918
"MG";"Guarará";3775
"MG";"Guarda-Mor";6569
"MG";"Guaxupé";52078
"MG";"Guidoval";7051
"MG";"Guimarânia";8105
"MG";"Guiricema";8343
"MG";"Gurinhatã";5577
"MG";"Heliodora";6591
"MG";"Iapu";11045
"MG";"Ibertioga";5010
"MG";"Ibiá";25358
"MG";"Ibiaí";8437
"MG";"Ibiracatu";5369
"MG";"Ibiraci";13986
"MG";"Ibirité";182153
"MG";"Ibitiúra de Minas";3492
"MG";"Ibituruna";2996
"MG";"Icaraí de Minas";12097
"MG";"Igarapé";43817
"MG";"Igaratinga";11005
"MG";"Iguatama";7923
"MG";"Ijaci";6610
"MG";"Ilicínea";12444
"MG";"Imbé de Minas";6940
"MG";"Inconfidentes";7358
"MG";"Indaiabira";7339
"MG";"Indianópolis";6951
"MG";"Ingaí";2776
"MG";"Inhapim";24079
"MG";"Inhaúma";6312
"MG";"Inimutaba";7560
"MG";"Ipaba";18769
"MG";"Ipanema";20000
"MG";"Ipatinga";265409
"MG";"Ipiaçu";4225
"MG";"Ipuiúna";10118
"MG";"Iraí de Minas";7027
"MG";"Itabira";120904
"MG";"Itabirinha";11576
"MG";"Itabirito";52446
"MG";"Itacambira";5417
"MG";"Itacarambi";18164
"MG";"Itaguara";13435
"MG";"Itaipé";12836
"MG";"Itajubá";97334
"MG";"Itamarandiba";34936
"MG";"Itamarati de Minas";4375
"MG";"Itambacuri";23209
"MG";"Itambé do Mato Dentro";2056
"MG";"Itamogi";10157
"MG";"Itamonte";15714
"MG";"Itanhandu";15423
"MG";"Itanhomi";12244
"MG";"Itaobim";21029
"MG";"Itapagipe";15379
"MG";"Itapecerica";21761
"MG";"Itapeva";9881
"MG";"Itatiaiuçu";11252
"MG";"Itaú de Minas";16199
"MG";"Itaúna";93847
"MG";"Itaverava";5369
"MG";"Itinga";15022
"MG";"Itueta";6063
"MG";"Ituiutaba";105255
"MG";"Itumirim";6000
"MG";"Iturama";39690
"MG";"Itutinga";3768
"MG";"Jaboticatubas";20418
"MG";"Jacinto";12323
"MG";"Jacuí";7691
"MG";"Jacutinga";26264
"MG";"Jaguaraçu";3142
"MG";"Jaíba";39388
"MG";"Jampruca";5429
"MG";"Janaúba";72018
"MG";"Januária";67852
"MG";"Japaraíba";4384
"MG";"Japonvar";7982
"MG";"Jeceaba";4852
"MG";"Jenipapo de Minas";7738
"MG";"Jequeri";12315
"MG";"Jequitaí";7468
"MG";"Jequitibá";5207
"MG";"Jequitinhonha";25474
"MG";"Jesuânia";4780
"MG";"Joaíma";15455
